									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
SMWG/Person/Masato.Yoshimori	Masato Yoshimori	Masato	Masato	Yoshimori	M. Yoshimori	Rikkyo University			N_N
SMWG/Person/Masha.Kuznetsova	Masha Kuznetsova	Masha	Masha	Kuznetsova	M. Kuznetsova	CCMC			N_N
SMWG/Person/Masumi.Shimojo	Masumi Shimojo	Masumi	Masumi	Shimojo	M. Shimojo	Nobeyama Solar Radio Observatory, Nagano, Japan			N_N
SMWG/Person/Masumi.Takagi	Masumi Takagi	Masumi	Masumi	Takagi	M. Takagi	Nagoya University			N_N
SMWG/Person/Mats.Andre	Mats Andre	Mats	Mats	Andre	M. Andre	Swedish Institute of Space Physics			N_N
SMWG/Person/Mats.Luspa	Mats Luspa	Mats	Mats	Luspa	M. Luspa	Swedish Institute of Space Physics, Kiruna			N_N
SMWG/Person/Matthew.Born	Matthew Born	Matthew	Matthew	Born	M. Born	Unknown			N_N
SMWG/Person/Matthew.Golombek	Matthew Golombek	Matthew	Matthew	Golombek	M. Golombek	Jet Propulsion Laboratory			N_N
SMWG/Person/Matthew.Paley	Matthew Paley	Matthew	Matthew	Paley	M. Paley	Academy of Sciences of the Ukraine			N_N
SMWG/Person/Matthew.R.Argall	Matthew R. Argall	Matthew	Matthew, R.	Argall	M.R. Argall	University of New Hampshire		MMS	N_I_N
SMWG/Person/Matthew.T.DeLand	Matthew T. DeLand	Matthew	Matthew, T.	DeLand	M.T. DeLand	Sci Systems and Applications, Inc.		LASP	N_I_N
SMWG/Person/Matthias.Foerster	Matthias Foerster	Matthias	Matthias	Foerster	M. Foerster	Max-Planck-Institut fur Extraterrestrische P			N_N
SMWG/Person/Maureen.C.Locke	Maureen C. Locke	Maureen	Maureen, C.	Locke	M.C. Locke	GSFC-Code 440			N_I_N
SMWG/Person/Maureen.P.Madden	Maureen P. Madden	Maureen	Maureen, P.	Madden	M.P. Madden	GSFC - Code 581.0			N_I_N
SMWG/Person/Maurice.Herman	Maurice Herman	Maurice	Maurice	Herman	M. Herman	Universite de Sciences et Technologies de Lille			N_N
SMWG/Person/Maurice.M.Shapiro	Maurice M. Shapiro	Maurice	Maurice, M.	Shapiro	M.M. Shapiro	Unknown			N_I_N
SMWG/Person/Mauricio.Peredo	Mauricio Peredo	Mauricio	Mauricio	Peredo	M. Peredo	SSAI			N_N
SMWG/Person/Maurizio.Candidi	Maurizio Candidi	Maurizio	Maurizio	Candidi	M. Candidi	Consiglio Nazionale delle Ricerche			N_N
SMWG/Person/Max.K.Wallis	Max K. Wallis	Max	Max, K.	Wallis	M.K. Wallis	University College Cardiff			N_I_N
SMWG/Person/Max.Petersen	Max Petersen	Max	Max	Petersen	M. Petersen	Massachusetts Institute of Technology			N_N
SMWG/Person/Max.R.Peterson	Max R. Peterson	Max	Max, R.	Peterson	M.R. Peterson	Applied Physics Laboratory			N_I_N
SMWG/Person/Max.Roemer	Max Roemer	Max	Max	Roemer	M. Roemer	Universitat Bonn			N_N
SMWG/Person/Mehdi.Tavassoli	Mehdi Tavassoli	Mehdi	Mehdi	Tavassoli	M. Tavassoli	Scripps Clinic and Research Foundation			N_N
SMWG/Person/Mehrdad.Moshir	Mehrdad Moshir	Mehrdad	Mehrdad	Moshir	M. Moshir	California Institute of Technology			N_N
SMWG/Person/Mei-Ching.Hannah.Fok	Mei-Ching Hannah Fok	Mei-Ching	Mei-Ching, Hannah	Fok	M.H. Fok	GSFC-Code 692			N_N_N
SMWG/Person/Melville.P.Ulmer	Melville P. Ulmer	Melville	Melville, P.	Ulmer	M.P. Ulmer	Northwestern University			N_I_N
SMWG/Person/Melvyn.E.Gelman	Melvyn E. Gelman	Melvyn	Melvyn, E.	Gelman	M.E. Gelman	NOAA National Meteorological Center			N_I_N
SMWG/Person/Melvyn.L.Goldstein	Melvyn L. Goldstein	Melvyn	Melvyn, L.	Goldstein	M.L. Goldstein	GSFC-Code 692		Cluster-Rumba Cluster-Salsa Cluster-Samba Cluster-Tango	N_I_N
SMWG/Person/Menotti.Galli	Menotti Galli	Menotti	Menotti	Galli	M. Galli	Universita degli Studi di Bologna			N_N
SMWG/Person/Merritt.W.Pharo.III	Merritt W. Pharo, III	Merritt	Merritt, W.	Pharo, III	M.W. Pharo, III	GSFC-Code 910			N_I_N
SMWG/Person/Mgen.J.A.Abrahamson	Mgen J. A. Abrahamson	Mgen	Mgen, J. A.	Abrahamson	M.J.A. Abrahamson	Unknown - formerly at NASA Headquarters			N_I_I_N
SMWG/Person/Mian.M.Abbas	Mian M. Abbas	Mian	Mian, M.	Abbas	M.M. Abbas	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Michael.A.C.Perryman	Michael A. C. Perryman	Michael	Michael, A. C.	Perryman	M.A.C. Perryman	ESA-European Space Research Technology C			N_I_I_N
SMWG/Person/Michael.A.Calabrese	Michael A. Calabrese	Michael	Michael, A.	Calabrese	M.A. Calabrese	GSFC-Code 460			N_I_N
SMWG/Person/Michael.A.Coplan	Michael A. Coplan	Michael	Michael, A.	Coplan	M.A. Coplan	University of Maryland			N_I_N
SMWG/Person/Michael.A.Dopita	Michael A. Dopita	Michael	Michael, A.	Dopita	M.A. Dopita	Mount Stromlo and Siding Spring			N_I_N
SMWG/Person/Michael.A.Hapgood	Michael A. Hapgood	Michael	Michael, A.	Hapgood	M.A. Hapgood	Rutherford Appleton Laboratory			N_I_N
SMWG/Person/Michael.A.Jura	Michael A. Jura	Michael	Michael, A.	Jura	M.A. Jura	University of California, Los Angeles			N_I_N
SMWG/Person/Michael.A.Mayhew	Michael A. Mayhew	Michael	Michael, A.	Mayhew	M.A. Mayhew	National Science Foundation			N_I_N
SMWG/Person/Michael.A.Meyer	Michael A. Meyer	Michael	Michael, A.	Meyer	M.A. Meyer	NASA Headquarters			N_I_N
SMWG/Person/Michael.A.Strauss	Michael A. Strauss	Michael	Michael, A.	Strauss	M.A. Strauss	Institute for Advanced Study			N_I_N
SMWG/Person/Michael.A.Temerin	Michael A. Temerin	Michael	Michael, A.	Temerin	M.A. Temerin	University of California, Berkeley			N_I_N
SMWG/Person/Michael.A.Xapsos	Michael A. Xapsos	Michael	Michael, A.	Xapsos	M.A. Xapsos	Radiation Effects and Analysis Group at NASA Goddard Space Flight Center			N_I_N
SMWG/Person/Michael.B.McElroy	Michael B. McElroy	Michael	Michael, B.	McElroy	M.B. McElroy	Harvard University			N_I_N
SMWG/Person/Michael.Bruns	Michael Bruns	Michael	Michael	Bruns	M. Bruns	Max-Planck-Institut fur Aeronomie		Ulysses	N_N
SMWG/Person/Michael.C.Kelley	Michael C. Kelley	Michael	Michael, C.	Kelley	M.C. Kelley	Cornell University			N_I_N
SMWG/Person/Michael.C.Malin	Michael C. Malin	Michael	Michael, C.	Malin	M.C. Malin	Malin Space Science Systems, Inc			N_I_N
SMWG/Person/Michael.C.McEwen	Michael C. McEwen	Michael	Michael, C.	McEwen	M.C. McEwen	NASA Johnson Space Center			N_I_N
SMWG/Person/Michael.D.Allison	Michael D. Allison	Michael	Michael, D.	Allison	M.D. Allison	Goddard Institute for Space Studies			N_I_N
SMWG/Person/Michael.D.Desch	Michael D. Desch	Michael	Michael, D.	Desch	M.D. Desch	GSFC-Code 695			N_I_N
SMWG/Person/Michael.D.Henry	Michael D. Henry	Michael	Michael, D.	Henry	M.D. Henry	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Michael.D.King	Michael D. King	Michael	Michael, D.	King	M.D. King	GSFC-Code 900			N_I_N
SMWG/Person/Michael.D.Martin	Michael D. Martin	Michael	Michael, D.	Martin	M.D. Martin	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Michael.D.Montgomery	Michael D. Montgomery	Michael	Michael, D.	Montgomery	M.D. Montgomery	Unknown, formerly at Los Alamos National Laboratory			N_I_N
SMWG/Person/Michael.D.Papagiannis	Michael D. Papagiannis	Michael	Michael, D.	Papagiannis	M.D. Papagiannis	Boston University			N_I_N
SMWG/Person/Michael.D.Violet	Michael D. Violet	Michael	Michael, D.	Violet	M.D. Violet	USAF Geophysics Laboratory			N_I_N
SMWG/Person/Michael.D.dAgostino	Michael D. d&apos;Agostino	Michael	Michael, D.	d&apos;Agostino	M.D. d&apos;Agostino	Grumman Aerospace Corporation			N_I_N
SMWG/Person/Michael.Dahlem	Michael Dahlem	Michael	Michael	Dahlem	M. Dahlem	Australia&apos;s Commonwealth Scientific and Industrial Research Organisation (CSIRO)			N_N
SMWG/Person/Michael.E.McDonald	Michael E. McDonald	Michael	Michael, E.	McDonald	M.E. McDonald	Unknown - formerly at NASA Headquarters			N_I_N
SMWG/Person/Michael.E.Purucker	Michael E. Purucker	Michael	Michael, E.	Purucker	M.E. Purucker	GSFC-Code 698		Magsat	N_I_N
SMWG/Person/Michael.E.Van.Hoosier	Michael E. Van Hoosier	Michael	Michael, E. Van	Hoosier	M.E.V. Hoosier	US Naval Research Laboratory			N_I_N_N
SMWG/Person/Michael.E.Van.Steenberg	Michael E. Van Steenberg	Michael	Michael, E. Van	Steenberg	M.E.V. Steenberg	GSFC-Code 601.6			N_I_N_N
SMWG/Person/Michael.F.AHearn	Michael F. A&apos;Hearn	Michael	Michael, F.	A&apos;Hearn	M.F. A&apos;Hearn	University of Maryland			N_I_N
SMWG/Person/Michael.F.Corcoran	Michael F. Corcoran	Michael	Michael, F.	Corcoran	M.F. Corcoran	GSFC-Code 660.2			N_I_N
SMWG/Person/Michael.G.Grote	Michael G. Grote	Michael	Michael, G.	Grote	M.G. Grote	McDonnell-Douglas Corporation			N_I_N
SMWG/Person/Michael.G.Hauser	Michael G. Hauser	Michael	Michael, G.	Hauser	M.G. Hauser	Space Telescope Science Institute			N_I_N
SMWG/Person/Michael.G.Henderson	Michael G. Henderson	Michael	Michael, G.	Henderson	M.G. Henderson	Los Alamos National Laboratory		LANL MMS	N_I_N
SMWG/Person/Michael.Galloy	Michael Galloy	Michael	Michael	Galloy	M. Galloy	National Center for Atmospheric Research			N_N
SMWG/Person/Michael.Grewing	Michael Grewing	Michael	Michael	Grewing	M. Grewing	Universitat Tuebingen			N_N
SMWG/Person/Michael.H.Carr	Michael H. Carr	Michael	Michael, H.	Carr	M.H. Carr	US Geological Survey			N_I_N
SMWG/Person/Michael.H.Freilich	Michael H. Freilich	Michael	Michael, H.	Freilich	M.H. Freilich	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Michael.Hartinger	Michael Hartinger	Michael	Michael	Hartinger	M. Hartinger	UCLA			N_N
SMWG/Person/Michael.Houghton-Larsen	Michael Houghton-Larsen	Michael	Michael	Houghton-Larsen	M. Houghton-Larsen	Computer Resources International A/S			N_N
SMWG/Person/Michael.J.Golightly	Michael J. Golightly	Michael	Michael, J.	Golightly	M.J. Golightly	UNH			N_I_N
SMWG/Person/Michael.J.Mendillo	Michael J. Mendillo	Michael	Michael, J.	Mendillo	M.J. Mendillo	Boston University			N_I_N
SMWG/Person/Michael.J.Mirtich.Jr	Michael J. Mirtich, Jr.	Michael	Michael, J.	Mirtich, Jr.	M.J. Mirtich, Jr.	NASA Glenn Research Center			N_I_N
SMWG/Person/Michael.J.Reiner	Michael J. Reiner	Michael	Michael, J.	Reiner	M.J. Reiner	GSFC-Code 690.2			N_I_N
SMWG/Person/Michael.J.S.Belton	Michael J. S. Belton	Michael	Michael, J. S.	Belton	M.J.S. Belton	Kitt Peak National Observatory			N_I_I_N
SMWG/Person/Michael.J.Sander	Michael J. Sander	Michael	Michael, J.	Sander	M.J. Sander	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Michael.J.Teague	Michael J. Teague	Michael	Michael, J.	Teague	M.J. Teague	Unknown - formerly at GSFC-Code 630			N_I_N
SMWG/Person/Michael.J.Underhill	Michael J. Underhill	Michael	Michael, J.	Underhill	M.J. Underhill	Unknown			N_I_N
SMWG/Person/Michael.J.Wiskerchen	Michael J. Wiskerchen	Michael	Michael, J.	Wiskerchen	M.J. Wiskerchen	California Space Grant Consortium			N_I_N
SMWG/Person/Michael.K.Bird	Michael K. Bird	Michael	Michael, K.	Bird	M.K. Bird	Universitat Bonn		Ulysses	N_I_N
SMWG/Person/Michael.L.Garbacz	Michael L. Garbacz	Michael	Michael, L.	Garbacz	M.L. Garbacz	Unknown - formerly at NASA Headquarters			N_I_N
SMWG/Person/Michael.L.Kaiser	Michael L. Kaiser	Michael	Michael, L.	Kaiser	M.L. Kaiser	GSFC-Code 695			N_I_N
SMWG/Person/Michael.L.Lampton	Michael L. Lampton	Michael	Michael, L.	Lampton	M.L. Lampton	University of California, Berkeley			N_I_N
SMWG/Person/Michael.L.Reynolds	Michael L. Reynolds	Michael	Michael, L.	Reynolds	M.L. Reynolds	ESA-European Space Research Technology			N_I_N
SMWG/Person/Michael.L.Stevens	Michael Louis Stevens	Michael	Michael, Louis	Stevens	M.L. Stevens	Harvard-Smithsonian Center for Astrophysics			N_N_N
SMWG/Person/Michael.Louis.Stevens	Michael Louis Stevens	Michael	Michael, Louis	Stevens	M.L. Stevens	Harvard-Smithsonian Center for Astrophysics			N_N_N
SMWG/Person/Michael.M.Harrington	Michael M. Harrington	Michael	Michael, M.	Harrington	M.M. Harrington	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Michael.P.McCarthy	Michael P. McCarthy	Michael	Michael, P.	McCarthy	M.P. McCarthy	University of Washington		BARREL	N_I_N
SMWG/Person/Michael.P.Weinreb	Michael P. Weinreb	Michael	Michael, P.	Weinreb	M.P. Weinreb	NOAA National Environmental Satellite			N_I_N
SMWG/Person/Michael.Paul.Gough	Michael Paul Gough	Michael	Michael, Paul	Gough	M.P. Gough	University of Sussex			N_N_N
SMWG/Person/Michael.R.Boswell	Michael R. Boswell	Michael	Michael, R.	Boswell	M.R. Boswell	Royal Aircraft Establishment			N_I_N
SMWG/Person/Michael.R.English	Michael R. English	Michael	Michael, R.	English	M.R. English	University of Iowa			N_I_N
SMWG/Person/Michael.R.Garcia	Michael R. Garcia	Michael	Michael, R.	Garcia	M.R. Garcia	Center for Astrophysics			N_I_N
SMWG/Person/Michael.R.Gunson	Michael R. Gunson	Michael	Michael, R.	Gunson	M.R. Gunson	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Michael.R.Luther	Michael R. Luther	Michael	Michael, R.	Luther	M.R. Luther	NASA Headquarters			N_I_N
SMWG/Person/Michael.Schultz	Michael Schultz	Michael	Michael	Schultz	M. Schultz	Lockheed		POLAR	N_N
SMWG/Person/Michael.Schulz	Michael Schulz	Michael	Michael	Schulz	M. Schulz	Lockheed Palo Alto Research Laboratory			N_N
SMWG/Person/Michael.Smiddy	Michael Smiddy	Michael	Michael	Smiddy	M. Smiddy	Phillips Laboratory			N_N
SMWG/Person/Michael.T.McGrath	Michael T. McGrath	Michael	Michael, T.	McGrath	M.T. McGrath	University of Colorado			N_I_N
SMWG/Person/Michael.W.Werner	Michael W. Werner	Michael	Michael, W.	Werner	M.W. Werner	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Michel.Bader	Michel Bader	Michel	Michel	Bader	M. Bader	NASA Ames Research Center			N_N
SMWG/Person/Michel.Blanc	Michel Blanc	Michel	Michel	Blanc	M. Blanc	Observatoire de Midi-Pyrenees			N_N
SMWG/Person/Michel.Courtois	Michel Courtois	Michel	Michel	Courtois	M. Courtois	Centre National d&apos;Etudes Spatiales			N_N
SMWG/Person/Michel.Dorrer	Michel Dorrer	Michel	Michel	Dorrer	M. Dorrer	Centre National d&apos;Etudes Spatiales			N_N
SMWG/Person/Michel.Gangloff	Michel Gangloff	Michel	Michel	Gangloff	M. Gangloff	IRAP / Centre National de la Recherche Scientifique / Universite de Toulouse (UPS)			N_N
SMWG/Person/Michel.Grenon	Michel Grenon	Michel	Michel	Grenon	M. Grenon	Observatoire de Geneve			N_N
SMWG/Person/Michel.Herse	Michel Herse	Michel	Michel	Herse	M. Herse	CNRS Service d&apos;Aeronomie			N_N
SMWG/Person/Michel.Lefebvre	Michel Lefebvre	Michel	Michel	Lefebvre	M. Lefebvre	Centre National d&apos;Etudes Spatiales			N_N
SMWG/Person/Michel.Maurette	Michel Maurette	Michel	Michel	Maurette	M. Maurette	Centre de Spectrometrie Nucleaire			N_N
SMWG/Person/Michel.Menvielle	Michel Menvielle	Michel	Michel	Menvielle	M. Menvielle	Universite de Paris-Sud			N_N
SMWG/Person/Michel.Sylvain	Michel Sylvain	Michel	Michel	Sylvain	M. Sylvain	Laboratoire de Geophysique Externe			N_N
SMWG/Person/Michele.Karen.Dougherty	Michele Karen Dougherty	Michele	Michele, Karen	Dougherty	M.K. Dougherty	Faculty of Natural Sciences, Department of Physics, Imperial College London		Cassini	N_N_N
SMWG/Person/Michele.Weiss	Michele Weiss	Michele	Michele	Weiss	M. Weiss	JHU/APL			N_N
SMWG/Person/Michelle.F.Thomsen	Michelle F. Thomsen	Michelle	Michelle, F.	Thomsen	M.F. Thomsen	Los Alamos National Laboratory		LANL	N_I_N
SMWG/Person/Mihaly.Horanyi	Mihaly Horanyi	Mihaly	Mihaly	Horanyi	M. Horanyi	University of Colorado		AIM	N_N
SMWG/Person/Mihir.Desai	Mihir Desai	Mihir	Mihir	Desai	M. Desai	Graduate Program in Physics, Space Physics and Instrumentation		Wind	N_N
SMWG/Person/Mike.Exner	Mike Exner	Mike	Mike	Exner	M. Exner	University Corporation for Atmospheric Research			N_N
SMWG/Person/Mikhail.I.Panasyuk	Mikhail I. Panasyuk	Mikhail	Mikhail, I.	Panasyuk	M.I. Panasyuk	Moscow State University			N_I_N
SMWG/Person/Mikhail.I.Sitnov	Mikhail I. Sitnov	Mikhail	Mikhail, I.	Sitnov	M.I. Sitnov	JHU/APL			N_I_N
SMWG/Person/Mikhail.I.Verigin	Mikhail I. Verigin	Mikhail	Mikhail, I.	Verigin	M.I. Verigin	Academy of Sciences		Vega1 Vega2	N_I_N
SMWG/Person/Mikhail.Mogilevsky	Mikhail Mogilevsky	Mikhail	Mikhail	Mogilevsky	M. Mogilevsky	Institute of Space Research			N_N
SMWG/Person/Mikhail.Nozdrachev	Mikhail Nozdrachev	Mikhail	Mikhail	Nozdrachev	M. Nozdrachev	Russian Academy of Sciences		Interball-1 Weygand	N_N
SMWG/Person/Mikhail.Ya.Marov	Mikhail Ya. Marov	Mikhail	Mikhail, Ya.	Marov	M.Ya. Marov	Keldysh Institute of Applied Mathematics			N_IR_N
SMWG/Person/Mikio.Shimizu	Mikio Shimizu	Mikio	Mikio	Shimizu	M. Shimizu	Institute of Space and Astronautical Science			N_N
SMWG/Person/Milan.Maksimovic	Milan Maksimovic	Milan	Milan	Maksimovic	M. Maksimovic	Observatoire de Paris-Meudon			N_N
SMWG/Person/Millard.F.Reschke	Millard F. Reschke	Millard	Millard, F.	Reschke	M.F. Reschke	NASA Johnson Space Center			N_I_N
SMWG/Person/Millett.G.Morgan	Millett G. Morgan	Millett	Millett, G.	Morgan	M.G. Morgan	Dartmouth College			N_I_N
SMWG/Person/Ming.Zhang	Ming Zhang	Ming	Ming	Zhang	M. Zhang	Department of Physics and Space Sciences, Florida Institute of Technology		Ulysses	N_N
SMWG/Person/Minoru.Oda	Minoru Oda	Minoru	Minoru	Oda	M. Oda	Institute of Space and Astronautical			N_N
SMWG/Person/Minoru.P.Nakada	Minoru P. Nakada	Minoru	Minoru, P.	Nakada	M.P. Nakada	Unknown			N_I_N
SMWG/Person/Minoru.Tsutsui	Minoru Tsutsui	Minoru	Minoru	Tsutsui	M. Tsutsui	Kyoto Sangyo University			N_N
SMWG/Person/Miriam.A.Forman	Miriam A. Forman	Miriam	Miriam, A.	Forman	M.A. Forman	NASA Headquarters			N_I_N
SMWG/Person/Miriam.Baltuck	Miriam Baltuck	Miriam	Miriam	Baltuck	M. Baltuck	NASA Headquarters			N_N
SMWG/Person/Mirt.C.Davidson	Mirt C. Davidson	Mirt	Mirt, C.	Davidson	M.C. Davidson	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Miss.B.G.Shatz	Miss B. G. Shatz	Miss	Miss, B. G.	Shatz	M.B.G. Shatz	American Science and Engineering, Inc.			N_I_I_N
SMWG/Person/Miss.B.T.Loftus	Miss B. T. Loftus	Miss	Miss, B. T.	Loftus	M.B.T. Loftus	University of Birmingham			N_I_I_N
SMWG/Person/Miss.Pat.Thomas	Miss Pat Thomas	Miss	Miss, Pat	Thomas	M.P. Thomas	Unknown - formerly at Harvard College Observatory			N_N_N
SMWG/Person/Miss.S.Kroll	Miss S. Kroll	Miss	Miss, S.	Kroll	M.S. Kroll	NOAA National Environmental Satellite			N_I_N
SMWG/Person/Miss.V.L.Carter	Miss V. L. Carter	Miss	Miss, V. L.	Carter	M.V.L. Carter	Unknown - formerly at Aerospace Corp			N_I_I_N
SMWG/Person/Mitko.Marinov.Gogoshev	Mitko Marinov Gogoshev	Mitko	Mitko, Marinov	Gogoshev	M.M. Gogoshev	Bulgarian Academy of Sciences			N_N_N
SMWG/Person/Mituko.Ozima	Mituko Ozima	Mituko	Mituko	Ozima	M. Ozima	Kakioka Magnetic Observatory			N_N
SMWG/Person/Mogens.Jespersen	Mogens Jespersen	Mogens	Mogens	Jespersen	M. Jespersen	Danish Space Research Institute			N_N
SMWG/Person/Mohan.Ananda	Mohan Ananda	Mohan	Mohan	Ananda	M. Ananda	Aerospace Corporation			N_N
SMWG/Person/Moises.G.Munoz	Moises G. Munoz	Moises	Moises, G.	Munoz	M.G. Munoz	University of Chicago			N_I_N
SMWG/Person/Moises.Garcia-Munoz	Moises Garcia-Munoz	Moises	Moises	Garcia-Munoz	M. Garcia-Munoz	University of Chicago			N_N
SMWG/Person/Monique.Gros	Monique Gros	Monique	Monique	Gros	M. Gros	Centre d&apos;Etudes Nucleaires de Saclay			N_N
SMWG/Person/Monique.Pick	Monique Pick	Monique	Monique	Pick	M. Pick	Observatoire de Paris			N_N
SMWG/Person/Mons.D.Morrison	Mons D. Morrison	Mons	Mons, D.	Morrison	M.D. Morrison	Lockheed Palo Alto Research Laboratory			N_I_N
SMWG/Person/Morris.B.Pongratz	Morris B. Pongratz	Morris	Morris, B.	Pongratz	M.B. Pongratz	Los Alamos National Laboratory			N_I_N
SMWG/Person/Morris.Cohen	Morris Cohen	Morris	Morris	Cohen	M. Cohen	Georgia Institute of Technology			N_N
SMWG/Person/Morton.F.Kaplon	Morton F. Kaplon	Morton	Morton, F.	Kaplon	M.F. Kaplon	Unknown - formerly at U of Rochester			N_I_N
SMWG/Person/Morton.S.Roberts	Morton S. Roberts	Morton	Morton, S.	Roberts	M.S. Roberts	National Radio Astronomy Observatory			N_I_N
SMWG/Person/Mostafa.El-Alaoui	Mostafa El-Alaoui	Mostafa	Mostafa	El-Alaoui	M. El-Alaoui	Department of Physics and Astronomy, 603 CHARLES E. YOUNG DRIVE, EAST, 3863 Slichter Hall, University of California, Los Angeles		UCLA	N_N
SMWG/Person/Moustafa.T.Chahine	Moustafa T. Chahine	Moustafa	Moustafa, T.	Chahine	M.T. Chahine	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Mucussete.Antonio	Mucussete Antonio	Mucussete	Mucussete	Antonio	M. Antonio	Nampula Geomagnetic Observatory, Mozambique; Mucussete Antonio, Observatory operational support from Jean Rasson and John Riddick. Data processed by John Riddick and British Geological Survey. Nampula observatory is part of the INDIGO Programme (see http://nora.nerc.ac.uk/15125/).			N_N
SMWG/Person/Muhammad.Husni	Muhammad Husni	Muhammad	Muhammad	Husni	M. Husni	Meteorological Geophysical Agency, Jl. Angkasa I No.2, Kemayoran Jakarta, 10720, Indonesia			N_N
SMWG/Person/Muhammad.Rafiq	Muhammad Rafiq	Muhammad	Muhammad	Rafiq	M. Rafiq	Pakistan Meteorological Department, Geophysical Centre			N_N
SMWG/Person/Muriel.D.Ross	Muriel D. Ross	Muriel	Muriel, D.	Ross	M.D. Ross	NASA Ames Research Center			N_I_N
SMWG/Person/Muriel.Kniffin	Muriel Kniffin	Muriel	Muriel	Kniffin	M. Kniffin	Jet Propulsion Laboratory			N_N
SMWG/Person/Mustafa.Kemal.Tuncer	Mustafa Kemal Tuncer	Mustafa	Mustafa, Kemal	Tuncer	M.K. Tuncer	Iznik Geomagnetic Observatory, Bogazici University Kandilli Observatory and E.R.I.			N_N_N
SMWG/Person/Myriam.Ardilla.Torres	Myriam Ardilla Torres	Myriam	Myriam, Ardilla	Torres	M.A. Torres	Unidad de Geofisica			N_N_N
SMWG/Person/Myriam.Bouchemit	Myriam Bouchemit	Myriam	Myriam	Bouchemit	M. Bouchemit	IRAP / Centre National de la Recherche Scientifique / Universite de Toulouse (UPS)			N_N
SMWG/Person/Myron.A.Smith	Myron A. Smith	Myron	Myron, A.	Smith	M.A. Smith	Computer Sciences Corporation			N_I_N
SMWG/Person/N.A.Eysmont	N. A. Eysmont	N.	N., A.	Eysmont	N.A. Eysmont	Institute of Space Research			I_I_N
SMWG/Person/N.A.Stjazhkin	N. A. Stjazhkin	N.	N., A.	Stjazhkin	N.A. Stjazhkin	IZMIRAN			I_I_N
SMWG/Person/N.Coutrez	N. Coutrez	N.	N.	Coutrez	N. Coutrez	Universite Libre de Bruxelles			I_N
SMWG/Person/N.E.Gaut	N. E. Gaut	N.	N., E.	Gaut	N.E. Gaut	Unknown - formerly at Environmental Research and Te			I_I_N
SMWG/Person/N.G.Davies	N. G. Davies	N.	N., G.	Davies	N.G. Davies	Communications Research Centre			I_I_N
SMWG/Person/N.G.Utterback	N. G. Utterback	N.	N., G.	Utterback	N.G. Utterback	Unknown - formerly at NASA-JPL			I_I_N
SMWG/Person/N.Goins	N. Goins	N.	N.	Goins	N. Goins	Mobil Oil Corporation			I_N
SMWG/Person/N.H.Guya	N. H. Guya	N.	N., H.	Guya	N.H. Guya	Institute of Geophysics, Tehran University			I_I_N
SMWG/Person/N.J.Beck	N. J. Beck	N.	N., J.	Beck	N.J. Beck	University of Chicago			I_I_N
SMWG/Person/N.J.Martin	N. J. Martin	N.	N., J.	Martin	N.J. Martin	NASA Ames Research Center			I_I_N
SMWG/Person/N.Kiehne	N. Kiehne	N.	N.	Kiehne	N. Kiehne	Gesellschaft fur Weltraumforschung			I_N
SMWG/Person/N.Kloecker	N. Kloecker	N.	N.	Kloecker	N. Kloecker	Technische Universitat Braunschweig			I_N
SMWG/Person/N.Lund	N. Lund	N.	N.	Lund	N. Lund	Danish Space Research Institute			I_N
SMWG/Person/N.M.Schutte	N. M. Schutte	N.	N., M.	Schutte	N.M. Schutte	Academy of Sciences			I_I_N
SMWG/Person/N.Miller	N. Miller	N.	N.	Miller	N. Miller	Rockefeller University			I_N
SMWG/Person/N.Neale	N. Neale	N.	N.	Neale	N. Neale	ESA-European Space Research and Technology Centre			I_N
SMWG/Person/N.Nikolaeva	N. Nikolaeva	N.	N.	Nikolaeva	N. Nikolaeva	Institute of Cosmophysical Research			I_N
SMWG/Person/N.Niwa	N. Niwa	N.	N.	Niwa	N. Niwa	University of Tokyo			I_N
SMWG/Person/N.P.Barabashov	N. P. Barabashov	N.	N., P.	Barabashov	N.P. Barabashov	Astronomical Observatory			I_I_N
SMWG/Person/N.Pace	N. Pace	N.	N.	Pace	N. Pace	University of California, Berkeley			I_N
